athlete_id,exercise,date,weight_kg,sets,reps,rpe
ATH012,Atlas Stone Load,2025-11-12,57.0,3,4,6.2
ATH012,Deadlift,2025-11-12,100.0,4,5,7.0
ATH012,Incline Bench Press,2025-11-12,45.3,3,10,6.7
ATH012,Farmer's Walk,2025-11-14,67.7,4,20,6.3
ATH012,Incline Bench Press,2025-11-14,42.4,3,6,5.5
ATH012,Overhead Press,2025-11-14,30.3,5,10,6.0
ATH012,Bench Press,2025-11-16,51.7,3,6,6.1
ATH012,Front Squat,2025-11-16,48.5,3,10,6.2
ATH012,Sandbag Carry,2025-11-16,50.8,3,18,6.5
ATH012,Deadlift,2025-11-19,113.1,4,6,7.8
ATH012,Farmer's Walk,2025-11-19,67.2,3,18,8.6
ATH012,Front Squat,2025-11-19,62.4,3,8,6.2
ATH012,Farmer's Walk,2025-11-21,79.5,4,26,6.8
ATH012,Pull-ups,2025-11-21,6.1,4,6,6.5
ATH012,Squat,2025-11-21,79.6,3,4,9.1
ATH012,Bench Press,2025-11-23,39.0,5,5,8.7
ATH012,Farmer's Walk,2025-11-23,44.5,3,10,8.1
ATH012,Incline Bench Press,2025-11-23,49.9,3,10,7.3
ATH012,Log Press,2025-11-26,28.3,3,3,8.0
ATH012,Overhead Press,2025-11-26,36.6,3,6,6.6
ATH012,Pull-ups,2025-11-26,5.0,4,8,7.9
ATH012,Barbell Row,2025-11-28,49.0,4,12,8.8
ATH012,Bench Press,2025-11-28,57.2,3,6,8.7
ATH012,Sandbag Carry,2025-11-28,64.0,3,26,7.8
ATH012,Atlas Stone Load,2025-11-30,90.5,3,3,8.8
ATH012,Front Squat,2025-11-30,54.9,4,6,8.0
ATH012,Overhead Press,2025-11-30,37.6,3,6,6.3
ATH012,Bench Press,2025-12-03,47.6,4,8,6.7
ATH012,Farmer's Walk,2025-12-03,54.5,4,10,7.9
ATH012,Incline Bench Press,2025-12-03,40.9,3,6,7.7
ATH012,Deadlift,2025-12-05,96.6,5,6,7.7
ATH012,Front Squat,2025-12-05,80.7,3,10,8.4
ATH012,Sandbag Carry,2025-12-05,78.4,3,25,7.8
ATH012,Atlas Stone Load,2025-12-07,78.6,4,5,7.3
ATH012,Bench Press,2025-12-07,58.0,5,10,8.8
ATH012,Romanian Deadlift,2025-12-07,78.2,4,8,7.4
ATH012,Incline Bench Press,2025-12-10,58.8,3,8,6.1
ATH012,Overhead Press,2025-12-10,34.5,4,8,6.6
ATH012,Sandbag Carry,2025-12-10,65.6,3,26,7.7
ATH012,Atlas Stone Load,2025-12-12,89.1,3,2,8.5
ATH012,Deadlift,2025-12-12,113.3,3,6,8.3
ATH012,Front Squat,2025-12-12,56.2,3,12,6.8
ATH012,Farmer's Walk,2025-12-14,54.1,3,12,6.5
ATH012,Romanian Deadlift,2025-12-14,82.0,3,8,6.0
ATH012,Squat,2025-12-14,86.9,5,4,8.0
ATH012,Atlas Stone Load,2025-12-17,93.1,3,3,7.1
ATH012,Barbell Row,2025-12-17,71.5,3,8,6.6
ATH012,Squat,2025-12-17,79.7,4,4,9.1
ATH012,Deadlift,2025-12-19,102.2,4,3,6.9
ATH012,Pull-ups,2025-12-19,9.1,3,8,8.3
ATH012,Yoke Walk,2025-12-19,179.6,4,10,8.1
ATH012,Farmer's Walk,2025-12-21,57.4,3,18,8.3
ATH012,Overhead Press,2025-12-21,40.4,5,10,8.5
ATH012,Romanian Deadlift,2025-12-21,82.9,3,6,7.9
ATH013,Barbell Row,2025-10-01,83.1,3,10,8.8
ATH013,Overhead Press,2025-10-01,64.3,5,8,8.9
ATH013,Yoke Walk,2025-10-01,267.8,3,20,7.4
ATH013,Bench Press,2025-10-03,100.0,4,10,8.2
ATH013,Log Press,2025-10-03,75.2,4,5,9.0
ATH013,Romanian Deadlift,2025-10-03,91.1,4,12,7.8
ATH013,Log Press,2025-10-05,77.0,4,8,6.6
ATH013,Pull-ups,2025-10-05,10.5,4,12,6.8
ATH013,Squat,2025-10-05,99.0,4,4,7.8
ATH013,Bench Press,2025-10-08,68.2,4,10,6.4
ATH013,Front Squat,2025-10-08,97.9,4,6,7.3
ATH013,Sandbag Carry,2025-10-08,99.8,3,12,6.6
ATH013,Deadlift,2025-10-10,126.1,3,4,9.2
ATH013,Incline Bench Press,2025-10-10,58.8,3,10,6.2
ATH013,Yoke Walk,2025-10-10,193.5,3,20,6.8
ATH013,Front Squat,2025-10-12,103.1,4,10,6.7
ATH013,Log Press,2025-10-12,76.6,3,6,7.2
ATH013,Overhead Press,2025-10-12,49.0,4,10,8.7
ATH013,Overhead Press,2025-10-15,53.4,5,5,6.5
ATH013,Pull-ups,2025-10-15,4.9,4,6,8.2
ATH013,Sandbag Carry,2025-10-15,101.4,4,20,7.7
ATH013,Atlas Stone Load,2025-10-17,106.2,3,4,9.4
ATH013,Overhead Press,2025-10-17,67.3,4,10,7.8
ATH013,Romanian Deadlift,2025-10-17,119.9,4,6,7.8
ATH013,Barbell Row,2025-10-19,100.5,4,8,6.0
ATH013,Overhead Press,2025-10-19,47.3,5,8,8.2
ATH013,Sandbag Carry,2025-10-19,99.0,3,18,8.7
ATH013,Atlas Stone Load,2025-10-22,92.5,3,2,7.3
ATH013,Incline Bench Press,2025-10-22,58.8,3,10,6.3
ATH013,Overhead Press,2025-10-22,45.6,4,10,6.8
ATH013,Barbell Row,2025-10-24,80.6,3,12,6.4
ATH013,Log Press,2025-10-24,63.0,3,5,6.5
ATH013,Squat,2025-10-24,108.3,4,5,7.2
ATH013,Atlas Stone Load,2025-10-26,121.6,3,4,8.8
ATH013,Front Squat,2025-10-26,73.5,4,8,7.9
ATH013,Squat,2025-10-26,112.0,3,3,8.2
ATH013,Atlas Stone Load,2025-10-29,129.0,4,4,9.5
ATH013,Barbell Row,2025-10-29,67.3,4,8,7.8
ATH013,Squat,2025-10-29,124.1,3,4,6.6
ATH013,Bench Press,2025-10-31,89.8,4,6,7.1
ATH013,Farmer's Walk,2025-10-31,130.8,4,26,8.7
ATH013,Romanian Deadlift,2025-10-31,108.4,4,10,7.2
ATH013,Bench Press,2025-11-02,78.7,3,5,8.5
ATH013,Farmer's Walk,2025-11-02,132.0,3,10,8.3
ATH013,Incline Bench Press,2025-11-02,69.7,4,10,7.2
ATH013,Farmer's Walk,2025-11-05,138.9,3,26,7.3
ATH013,Incline Bench Press,2025-11-05,64.9,4,12,7.6
ATH013,Squat,2025-11-05,107.1,4,3,7.1
ATH013,Deadlift,2025-11-07,150.4,4,3,8.4
ATH013,Romanian Deadlift,2025-11-07,99.2,3,10,8.7
ATH013,Yoke Walk,2025-11-07,231.7,4,22,6.9
ATH013,Atlas Stone Load,2025-11-09,107.1,3,4,7.3
ATH013,Pull-ups,2025-11-09,13.2,3,10,8.1
ATH013,Squat,2025-11-09,119.3,5,6,8.2
ATH013,Barbell Row,2025-11-12,80.5,3,10,7.3
ATH013,Deadlift,2025-11-12,117.5,3,4,5.5
ATH013,Farmer's Walk,2025-11-12,72.8,3,12,6.9
ATH013,Romanian Deadlift,2025-11-14,109.9,4,12,5.5
ATH013,Squat,2025-11-14,78.6,3,4,6.0
ATH013,Yoke Walk,2025-11-14,240.6,3,10,7.4
ATH013,Deadlift,2025-11-16,146.9,4,4,5.5
ATH013,Front Squat,2025-11-16,67.4,3,8,5.7
ATH013,Sandbag Carry,2025-11-16,107.1,4,26,7.5
ATH013,Deadlift,2025-11-19,146.6,5,4,7.4
ATH013,Farmer's Walk,2025-11-19,120.7,3,30,8.2
ATH013,Front Squat,2025-11-19,87.2,3,12,7.4
ATH013,Barbell Row,2025-11-21,80.9,4,12,8.4
ATH013,Deadlift,2025-11-21,140.6,4,5,7.9
ATH013,Log Press,2025-11-21,75.6,4,6,7.1
ATH013,Front Squat,2025-11-23,97.3,3,6,8.2
ATH013,Sandbag Carry,2025-11-23,95.6,3,26,6.8
ATH013,Squat,2025-11-23,107.6,3,4,8.3
ATH013,Deadlift,2025-11-26,124.8,4,3,8.2
ATH013,Farmer's Walk,2025-11-26,111.5,4,22,8.2
ATH013,Romanian Deadlift,2025-11-26,138.2,3,12,7.8
ATH013,Atlas Stone Load,2025-11-28,133.0,3,2,8.5
ATH013,Romanian Deadlift,2025-11-28,128.7,4,12,6.2
ATH013,Squat,2025-11-28,130.0,4,5,7.2
ATH013,Deadlift,2025-11-30,128.6,4,3,7.6
ATH013,Log Press,2025-11-30,60.9,3,6,6.8
ATH013,Romanian Deadlift,2025-11-30,126.5,3,12,7.0
ATH013,Barbell Row,2025-12-03,93.4,3,8,6.1
ATH013,Deadlift,2025-12-03,144.9,5,4,7.4
ATH013,Sandbag Carry,2025-12-03,109.9,3,20,7.9
ATH013,Incline Bench Press,2025-12-05,80.6,4,10,7.1
ATH013,Log Press,2025-12-05,63.0,4,5,8.3
ATH013,Squat,2025-12-05,90.5,5,4,8.3
ATH013,Barbell Row,2025-12-07,103.1,3,10,7.7
ATH013,Deadlift,2025-12-07,125.0,3,6,6.9
ATH013,Sandbag Carry,2025-12-07,104.9,4,10,8.5
ATH013,Incline Bench Press,2025-12-10,79.9,4,10,8.1
ATH013,Overhead Press,2025-12-10,64.2,5,10,7.1
ATH013,Sandbag Carry,2025-12-10,104.6,4,22,8.6
ATH013,Bench Press,2025-12-12,75.0,4,8,6.5
ATH013,Farmer's Walk,2025-12-12,121.5,3,15,8.0
ATH013,Front Squat,2025-12-12,86.4,3,6,8.7
ATH013,Log Press,2025-12-14,86.2,4,6,6.8
ATH013,Overhead Press,2025-12-14,57.2,5,6,8.1
ATH013,Romanian Deadlift,2025-12-14,134.9,3,10,7.1
ATH013,Farmer's Walk,2025-12-17,117.7,4,30,8.1
ATH013,Overhead Press,2025-12-17,58.6,5,5,6.9
ATH013,Romanian Deadlift,2025-12-17,104.8,3,6,7.0
ATH013,Farmer's Walk,2025-12-19,141.9,3,22,8.6
ATH013,Incline Bench Press,2025-12-19,77.0,3,10,6.1
ATH013,Squat,2025-12-19,100.5,5,6,7.5
ATH013,Barbell Row,2025-12-21,104.6,4,12,6.7
ATH013,Overhead Press,2025-12-21,43.5,4,5,6.2
ATH013,Sandbag Carry,2025-12-21,125.5,4,12,8.5
ATH014,Bench Press,2025-10-01,65.5,5,8,8.2
ATH014,Pull-ups,2025-10-01,0.5,3,10,6.1
ATH014,Sandbag Carry,2025-10-01,120.7,4,18,7.8
ATH014,Deadlift,2025-10-03,115.2,3,5,8.1
ATH014,Front Squat,2025-10-03,71.7,4,12,6.0
ATH014,Log Press,2025-10-03,52.8,3,3,8.6
ATH014,Deadlift,2025-10-05,105.5,5,3,7.0
ATH014,Incline Bench Press,2025-10-05,56.5,4,6,8.7
ATH014,Yoke Walk,2025-10-05,203.6,3,30,7.5
ATH014,Farmer's Walk,2025-10-08,72.2,4,12,8.4
ATH014,Incline Bench Press,2025-10-08,51.0,4,10,7.1
ATH014,Squat,2025-10-08,114.0,3,3,7.5
ATH014,Bench Press,2025-10-10,64.5,4,5,8.0
ATH014,Incline Bench Press,2025-10-10,59.8,4,8,8.2
ATH014,Yoke Walk,2025-10-10,191.8,4,20,8.8
ATH014,Atlas Stone Load,2025-10-12,114.4,4,5,7.7
ATH014,Barbell Row,2025-10-12,71.4,3,8,6.5
ATH014,Overhead Press,2025-10-12,58.9,5,5,7.9
ATH014,Bench Press,2025-10-15,70.3,4,5,6.0
ATH014,Front Squat,2025-10-15,74.9,3,12,6.2
ATH014,Yoke Walk,2025-10-15,240.3,3,22,9.1
ATH014,Farmer's Walk,2025-10-17,72.0,4,22,7.3
ATH014,Front Squat,2025-10-17,73.8,4,8,7.9
ATH014,Squat,2025-10-17,116.8,5,5,7.9
ATH014,Incline Bench Press,2025-10-19,58.7,3,8,6.4
ATH014,Overhead Press,2025-10-19,47.8,3,10,8.6
ATH014,Sandbag Carry,2025-10-19,86.3,3,22,6.9
ATH014,Bench Press,2025-10-22,63.4,4,8,8.3
ATH014,Farmer's Walk,2025-10-22,101.0,4,10,8.1
ATH014,Romanian Deadlift,2025-10-22,120.2,4,10,7.0
ATH014,Incline Bench Press,2025-10-24,64.6,4,12,7.3
ATH014,Log Press,2025-10-24,65.1,4,6,8.1
ATH014,Overhead Press,2025-10-24,45.5,5,6,8.9
ATH014,Front Squat,2025-10-26,72.0,4,8,6.0
ATH014,Log Press,2025-10-26,61.0,3,8,8.5
ATH014,Squat,2025-10-26,115.3,3,5,8.0
ATH014,Barbell Row,2025-10-29,71.3,3,10,7.5
ATH014,Deadlift,2025-10-29,126.1,3,3,7.2
ATH014,Yoke Walk,2025-10-29,282.5,4,22,8.9
ATH014,Atlas Stone Load,2025-10-31,88.5,4,4,9.0
ATH014,Barbell Row,2025-10-31,74.7,4,12,7.7
ATH014,Squat,2025-10-31,98.9,5,5,7.5
ATH014,Overhead Press,2025-11-02,59.9,4,8,6.2
ATH014,Romanian Deadlift,2025-11-02,95.6,4,12,6.5
ATH014,Sandbag Carry,2025-11-02,92.3,4,15,6.6
ATH014,Barbell Row,2025-11-05,83.9,4,6,7.0
ATH014,Squat,2025-11-05,100.2,5,3,9.2
ATH014,Yoke Walk,2025-11-05,267.1,4,18,8.0
ATH014,Barbell Row,2025-11-07,83.1,4,6,8.2
ATH014,Farmer's Walk,2025-11-07,118.1,4,12,6.6
ATH014,Squat,2025-11-07,131.6,5,5,7.8
ATH014,Barbell Row,2025-11-09,62.7,3,12,7.5
ATH014,Bench Press,2025-11-09,64.4,4,10,8.1
ATH014,Farmer's Walk,2025-11-09,90.8,4,18,7.5
ATH014,Deadlift,2025-11-12,132.6,5,4,5.6
ATH014,Farmer's Walk,2025-11-12,69.3,4,18,7.8
ATH014,Incline Bench Press,2025-11-12,60.8,3,6,6.8
ATH014,Pull-ups,2025-11-14,13.3,3,8,5.7
ATH014,Sandbag Carry,2025-11-14,101.0,4,22,5.5
ATH014,Squat,2025-11-14,93.0,4,6,5.5
ATH014,Bench Press,2025-11-16,84.9,4,5,6.5
ATH014,Incline Bench Press,2025-11-16,47.7,3,8,6.3
ATH014,Yoke Walk,2025-11-16,196.2,4,20,6.4
ATH014,Atlas Stone Load,2025-11-19,124.4,3,4,9.4
ATH014,Deadlift,2025-11-19,164.0,3,4,7.0
ATH014,Romanian Deadlift,2025-11-19,88.3,3,8,6.9
ATH014,Deadlift,2025-11-21,161.9,3,5,7.1
ATH014,Front Squat,2025-11-21,103.2,3,8,7.1
ATH014,Log Press,2025-11-21,60.5,3,6,7.3
ATH014,Bench Press,2025-11-23,84.4,3,5,6.9
ATH014,Romanian Deadlift,2025-11-23,91.2,4,8,6.7
ATH014,Sandbag Carry,2025-11-23,133.9,3,12,7.5
ATH014,Overhead Press,2025-11-26,58.3,3,5,8.0
ATH014,Romanian Deadlift,2025-11-26,94.1,3,10,8.3
ATH014,Yoke Walk,2025-11-26,307.5,4,30,7.3
ATH014,Overhead Press,2025-11-28,58.9,5,8,8.5
ATH014,Pull-ups,2025-11-28,9.5,3,6,8.4
ATH014,Sandbag Carry,2025-11-28,110.0,4,22,6.7
ATH014,Bench Press,2025-11-30,66.4,5,6,6.4
ATH014,Pull-ups,2025-11-30,8.4,4,12,6.0
ATH014,Yoke Walk,2025-11-30,314.8,3,15,7.4
ATH014,Deadlift,2025-12-03,121.3,3,6,8.0
ATH014,Romanian Deadlift,2025-12-03,94.7,4,10,7.5
ATH014,Sandbag Carry,2025-12-03,94.9,4,15,6.8
ATH014,Atlas Stone Load,2025-12-05,89.8,4,2,8.5
ATH014,Front Squat,2025-12-05,75.8,4,6,6.3
ATH014,Squat,2025-12-05,121.0,4,4,7.1
ATH014,Incline Bench Press,2025-12-07,54.0,4,6,7.2
ATH014,Sandbag Carry,2025-12-07,123.9,4,26,6.9
ATH014,Squat,2025-12-07,113.0,5,6,8.2
ATH014,Atlas Stone Load,2025-12-10,121.6,4,2,9.0
ATH014,Bench Press,2025-12-10,77.8,4,10,7.1
ATH014,Pull-ups,2025-12-10,11.9,4,10,6.8
ATH014,Bench Press,2025-12-12,80.5,4,8,7.4
ATH014,Incline Bench Press,2025-12-12,50.9,4,12,8.7
ATH014,Log Press,2025-12-12,71.2,4,8,7.5
ATH014,Front Squat,2025-12-14,104.8,4,8,7.4
ATH014,Overhead Press,2025-12-14,48.4,4,6,7.4
ATH014,Yoke Walk,2025-12-14,275.3,4,30,6.9
ATH014,Log Press,2025-12-17,73.4,4,3,8.6
ATH014,Pull-ups,2025-12-17,10.1,3,12,7.9
ATH014,Squat,2025-12-17,116.5,3,6,9.2
ATH014,Bench Press,2025-12-19,98.1,4,10,8.2
ATH014,Pull-ups,2025-12-19,15.1,4,10,7.5
ATH014,Yoke Walk,2025-12-19,206.8,3,22,7.9
ATH014,Bench Press,2025-12-21,60.2,4,8,7.1
ATH014,Pull-ups,2025-12-21,4.5,4,8,7.2
ATH014,Sandbag Carry,2025-12-21,97.7,4,25,7.5
ATH015,Deadlift,2025-10-01,186.8,4,4,8.3
ATH015,Front Squat,2025-10-01,79.7,4,8,7.5
ATH015,Sandbag Carry,2025-10-01,141.4,3,25,7.1
ATH015,Bench Press,2025-10-03,109.3,5,5,7.0
ATH015,Romanian Deadlift,2025-10-03,110.1,3,12,6.8
ATH015,Sandbag Carry,2025-10-03,138.2,4,30,8.9
ATH015,Bench Press,2025-10-05,71.1,3,8,8.8
ATH015,Front Squat,2025-10-05,119.0,3,6,8.7
ATH015,Sandbag Carry,2025-10-05,112.5,4,25,6.9
ATH015,Farmer's Walk,2025-10-08,126.7,4,18,8.4
ATH015,Overhead Press,2025-10-08,78.8,4,10,6.4
ATH015,Romanian Deadlift,2025-10-08,154.0,3,8,7.0
ATH015,Deadlift,2025-10-10,188.3,4,5,9.2
ATH015,Farmer's Walk,2025-10-10,108.0,4,18,8.5
ATH015,Front Squat,2025-10-10,123.9,3,10,8.5
ATH015,Romanian Deadlift,2025-10-12,120.5,3,6,8.4
ATH015,Squat,2025-10-12,110.9,4,4,8.7
ATH015,Yoke Walk,2025-10-12,233.4,3,25,9.1
ATH015,Front Squat,2025-10-15,84.2,4,12,7.6
ATH015,Sandbag Carry,2025-10-15,147.0,3,20,6.6
ATH015,Squat,2025-10-15,123.2,5,3,8.8
ATH015,Bench Press,2025-10-17,80.9,3,8,8.1
ATH015,Incline Bench Press,2025-10-17,80.4,4,8,6.9
ATH015,Log Press,2025-10-17,80.4,3,5,8.7
ATH015,Atlas Stone Load,2025-10-19,139.3,4,3,8.3
ATH015,Barbell Row,2025-10-19,112.7,3,12,7.8
ATH015,Squat,2025-10-19,124.4,5,6,6.9
ATH015,Bench Press,2025-10-22,93.2,3,10,7.2
ATH015,Incline Bench Press,2025-10-22,90.3,4,8,8.7
ATH015,Yoke Walk,2025-10-22,315.0,4,15,6.6
ATH015,Overhead Press,2025-10-24,59.3,5,6,8.0
ATH015,Romanian Deadlift,2025-10-24,126.0,3,6,7.2
ATH015,Sandbag Carry,2025-10-24,128.0,4,25,6.8
ATH015,Front Squat,2025-10-26,102.1,4,12,6.5
ATH015,Sandbag Carry,2025-10-26,122.2,4,20,7.1
ATH015,Squat,2025-10-26,130.1,3,3,8.0
ATH015,Barbell Row,2025-10-29,109.8,3,8,6.5
ATH015,Deadlift,2025-10-29,183.6,5,3,8.0
ATH015,Yoke Walk,2025-10-29,345.1,3,30,7.2
ATH015,Overhead Press,2025-10-31,58.2,3,10,7.3
ATH015,Romanian Deadlift,2025-10-31,143.4,4,6,7.1
ATH015,Yoke Walk,2025-10-31,294.2,4,26,8.7
ATH015,Deadlift,2025-11-02,164.7,3,6,8.1
ATH015,Romanian Deadlift,2025-11-02,152.7,3,8,8.3
ATH015,Sandbag Carry,2025-11-02,143.6,4,10,6.8
ATH015,Bench Press,2025-11-05,116.7,4,6,7.1
ATH015,Pull-ups,2025-11-05,3.0,4,10,7.6
ATH015,Yoke Walk,2025-11-05,298.4,4,15,6.6
ATH015,Barbell Row,2025-11-07,86.0,3,6,8.4
ATH015,Bench Press,2025-11-07,105.3,5,5,8.9
ATH015,Log Press,2025-11-07,75.0,3,8,7.6
ATH015,Farmer's Walk,2025-11-09,113.2,3,20,7.2
ATH015,Incline Bench Press,2025-11-09,74.4,4,6,6.5
ATH015,Overhead Press,2025-11-09,56.3,5,10,7.6
ATH015,Deadlift,2025-11-12,153.1,4,6,6.0
ATH015,Incline Bench Press,2025-11-12,65.5,4,10,7.2
ATH015,Log Press,2025-11-12,82.0,3,6,6.9
ATH015,Barbell Row,2025-11-14,81.3,4,10,5.9
ATH015,Bench Press,2025-11-14,88.6,4,6,7.4
ATH015,Log Press,2025-11-14,63.6,4,6,8.1
ATH015,Atlas Stone Load,2025-11-16,96.0,3,4,6.5
ATH015,Front Squat,2025-11-16,103.9,3,8,7.0
ATH015,Squat,2025-11-16,123.9,4,3,6.9
ATH015,Front Squat,2025-11-19,95.6,3,6,7.4
ATH015,Sandbag Carry,2025-11-19,143.2,4,22,6.6
ATH015,Squat,2025-11-19,126.2,3,4,8.4
ATH015,Bench Press,2025-11-21,91.0,5,6,8.2
ATH015,Log Press,2025-11-21,64.0,3,8,8.4
ATH015,Romanian Deadlift,2025-11-21,141.1,4,6,7.6
ATH015,Log Press,2025-11-23,88.1,3,6,6.8
ATH015,Romanian Deadlift,2025-11-23,127.0,4,10,6.2
ATH015,Squat,2025-11-23,97.4,5,5,7.2
ATH015,Log Press,2025-11-26,99.7,4,5,8.9
ATH015,Overhead Press,2025-11-26,65.3,5,6,8.0
ATH015,Romanian Deadlift,2025-11-26,129.8,4,12,6.9
ATH015,Front Squat,2025-11-28,121.9,4,12,8.7
ATH015,Log Press,2025-11-28,87.8,4,8,8.2
ATH015,Squat,2025-11-28,119.4,4,6,6.9
ATH015,Overhead Press,2025-11-30,60.7,3,5,6.6
ATH015,Pull-ups,2025-11-30,12.1,3,10,6.7
ATH015,Sandbag Carry,2025-11-30,107.9,3,10,7.1
ATH015,Barbell Row,2025-12-03,91.6,4,6,7.7
ATH015,Log Press,2025-12-03,99.6,4,6,9.1
ATH015,Overhead Press,2025-12-03,59.6,3,5,6.5
ATH015,Bench Press,2025-12-05,87.6,4,10,8.0
ATH015,Log Press,2025-12-05,90.8,3,5,8.9
ATH015,Pull-ups,2025-12-05,4.8,3,6,8.4
ATH015,Bench Press,2025-12-07,100.2,5,10,6.1
ATH015,Farmer's Walk,2025-12-07,149.3,4,20,8.9
ATH015,Front Squat,2025-12-07,125.3,3,8,6.0
ATH015,Deadlift,2025-12-10,144.0,4,6,8.6
ATH015,Front Squat,2025-12-10,124.0,4,12,7.9
ATH015,Sandbag Carry,2025-12-10,142.5,3,12,6.9
ATH015,Deadlift,2025-12-12,184.5,3,5,8.0
ATH015,Front Squat,2025-12-12,119.2,4,8,8.2
ATH015,Log Press,2025-12-12,87.6,4,3,8.5
ATH015,Bench Press,2025-12-14,108.3,3,5,6.7
ATH015,Pull-ups,2025-12-14,6.2,3,8,7.6
ATH015,Yoke Walk,2025-12-14,356.7,3,18,7.8
ATH015,Barbell Row,2025-12-17,83.0,4,6,6.9
ATH015,Bench Press,2025-12-17,99.5,5,6,7.8
ATH015,Sandbag Carry,2025-12-17,105.7,4,22,7.6
ATH015,Front Squat,2025-12-19,118.2,3,12,7.5
ATH015,Sandbag Carry,2025-12-19,139.0,4,10,8.1
ATH015,Squat,2025-12-19,109.3,5,4,9.0
ATH015,Barbell Row,2025-12-21,82.1,4,10,8.6
ATH015,Deadlift,2025-12-21,144.7,5,5,8.2
ATH015,Sandbag Carry,2025-12-21,151.0,3,25,7.1
ATH016,Atlas Stone Load,2025-10-01,99.3,3,2,8.3
ATH016,Bench Press,2025-10-01,77.1,3,8,8.8
ATH016,Front Squat,2025-10-01,83.9,4,6,6.9
ATH016,Barbell Row,2025-10-03,76.1,3,10,8.0
ATH016,Farmer's Walk,2025-10-03,123.8,3,22,7.2
ATH016,Squat,2025-10-03,105.8,3,6,7.0
ATH016,Incline Bench Press,2025-10-05,70.8,3,6,8.0
ATH016,Log Press,2025-10-05,67.8,3,5,7.7
ATH016,Overhead Press,2025-10-05,65.9,5,10,8.8
ATH016,Atlas Stone Load,2025-10-08,101.2,3,3,7.7
ATH016,Deadlift,2025-10-08,172.7,3,5,7.7
ATH016,Romanian Deadlift,2025-10-08,120.5,3,12,8.3
ATH016,Barbell Row,2025-10-10,78.8,3,12,8.3
ATH016,Deadlift,2025-10-10,165.2,3,5,8.1
ATH016,Yoke Walk,2025-10-10,297.4,3,12,9.1
ATH016,Barbell Row,2025-10-12,84.6,4,10,6.7
ATH016,Bench Press,2025-10-12,85.6,4,5,6.7
ATH016,Sandbag Carry,2025-10-12,135.7,3,30,7.6
ATH016,Atlas Stone Load,2025-10-15,140.4,3,4,8.0
ATH016,Incline Bench Press,2025-10-15,76.0,4,10,7.6
ATH016,Overhead Press,2025-10-15,51.6,5,5,7.6
ATH016,Pull-ups,2025-10-17,3.9,3,10,8.1
ATH016,Sandbag Carry,2025-10-17,146.3,4,25,7.1
ATH016,Squat,2025-10-17,134.7,5,4,7.6
ATH016,Deadlift,2025-10-19,148.1,3,4,9.1
ATH016,Front Squat,2025-10-19,99.9,3,12,7.0
ATH016,Sandbag Carry,2025-10-19,148.8,3,15,8.3
ATH016,Atlas Stone Load,2025-10-22,150.1,3,3,8.7
ATH016,Incline Bench Press,2025-10-22,70.3,3,8,8.3
ATH016,Overhead Press,2025-10-22,76.3,3,5,6.2
ATH016,Log Press,2025-10-24,87.0,4,6,6.7
ATH016,Pull-ups,2025-10-24,4.6,4,8,8.2
ATH016,Squat,2025-10-24,115.4,5,4,7.1
ATH016,Deadlift,2025-10-26,191.4,3,6,7.5
ATH016,Pull-ups,2025-10-26,8.4,3,6,6.2
ATH016,Sandbag Carry,2025-10-26,118.8,4,26,8.8
ATH016,Atlas Stone Load,2025-10-29,158.3,4,3,8.8
ATH016,Romanian Deadlift,2025-10-29,154.5,4,10,6.2
ATH016,Squat,2025-10-29,145.9,3,5,7.2
ATH016,Incline Bench Press,2025-10-31,75.9,4,8,7.0
ATH016,Squat,2025-10-31,158.1,5,4,6.9
ATH016,Yoke Walk,2025-10-31,283.3,4,10,7.6
ATH016,Farmer's Walk,2025-11-02,135.1,4,15,7.2
ATH016,Front Squat,2025-11-02,125.3,3,10,8.1
ATH016,Squat,2025-11-02,153.2,3,5,7.6
ATH016,Bench Press,2025-11-05,89.5,3,6,8.1
ATH016,Incline Bench Press,2025-11-05,66.2,4,8,8.1
ATH016,Log Press,2025-11-05,85.5,4,8,7.4
ATH016,Deadlift,2025-11-07,197.8,3,6,8.0
ATH016,Log Press,2025-11-07,72.1,3,5,7.1
ATH016,Pull-ups,2025-11-07,3.0,3,10,7.1
ATH016,Atlas Stone Load,2025-11-09,148.9,3,2,8.8
ATH016,Incline Bench Press,2025-11-09,79.2,3,10,6.2
ATH016,Overhead Press,2025-11-09,64.4,3,8,8.4
ATH016,Deadlift,2025-11-12,174.4,4,4,6.0
ATH016,Pull-ups,2025-11-12,0.7,4,8,5.5
ATH016,Yoke Walk,2025-11-12,316.5,4,22,5.8
ATH016,Farmer's Walk,2025-11-14,118.9,3,26,7.3
ATH016,Front Squat,2025-11-14,113.0,3,6,5.5
ATH016,Overhead Press,2025-11-14,50.7,4,10,6.5
ATH016,Barbell Row,2025-11-16,98.9,3,8,6.6
ATH016,Bench Press,2025-11-16,77.0,3,6,6.1
ATH016,Yoke Walk,2025-11-16,250.9,3,22,5.6
ATH016,Bench Press,2025-11-19,117.0,4,5,7.2
ATH016,Incline Bench Press,2025-11-19,84.0,4,8,7.6
ATH016,Yoke Walk,2025-11-19,241.7,4,22,8.5
ATH016,Incline Bench Press,2025-11-21,70.5,4,10,8.3
ATH016,Overhead Press,2025-11-21,68.2,5,6,6.5
ATH016,Sandbag Carry,2025-11-21,135.5,3,30,7.3
