date,athlete_id,exercise,weight_kg,sets,reps,rpe
2023-01-30,ATH005,Overhead Press,45.0,4,10,8.0
2023-01-30,ATH006,Bench Press,180.0,5,5,9.5
2023-01-30,ATH006,Tricep Extension,42.5,4,15,9.0
2023-01-30,ATH006,Bicep Curl,62.5,4,15,8.0
2023-01-30,ATH006,Lat Pulldown,115.0,4,8,9.5
2023-01-30,ATH008,Squat,150.0,3,6,7.5
2023-01-30,ATH008,Deadlift,121.5,4,3,8.0
2023-01-30,ATH008,Tricep Extension,20.0,3,10,6.5
2023-01-30,ATH008,Calf Raise,62.5,4,8,8.0
2023-01-30,ATH009,Box Jump,45.0,4,10,7.5
2023-01-30,ATH009,Burpees,22.5,5,5,8.0
2023-01-30,ATH009,Pull-up,17.5,3,10,7.0
2023-01-31,ATH003,Overhead Press,27.5,3,8,6.5
2023-01-31,ATH003,Squat,77.5,5,3,6.5
2023-01-31,ATH003,Lateral Raise,10.0,4,12,7.0
2023-01-31,ATH003,Calf Raise,32.5,4,12,6.0
2023-01-31,ATH003,Tricep Extension,12.5,3,12,6.0
2023-01-31,ATH004,Burpees,25.0,3,5,7.0
2023-01-31,ATH004,Deadlift,195.0,5,3,7.0
2023-01-31,ATH004,Rowing Machine,330.0,1,1687,7.0
2023-01-31,ATH004,Assault Bike,380.0,1,671,7.0
2023-01-31,ATH007,Snatch,42.5,3,2,6.0
2023-01-31,ATH007,Overhead Press,27.5,4,8,6.0
2023-01-31,ATH007,Romanian Deadlift,67.5,4,10,7.5
2023-01-31,ATH009,Squat,145.0,4,8,8.5
2023-01-31,ATH009,Deadlift,152.5,3,5,8.0
2023-01-31,ATH009,Muscle Up,13.125,4,20,8.0
2023-01-31,ATH009,Pull-up,20.0,3,8,8.0
2023-01-31,ATH009,Handstand Push-up,10.0,3,5,8.5
2023-01-31,ATH010,Deadlift,234.0,3,3,10.0
2023-01-31,ATH010,Yoke Walk,427.5,4,15,9.5
2023-01-31,ATH010,Farmers Walk,135.0,3,10,9.0
2023-02-01,ATH001,Deadlift,172.5,4,8,9.5
2023-02-01,ATH001,Squat,142.5,5,6,8.5
2023-02-01,ATH001,Dumbbell Press,67.5,3,15,8.0
2023-02-01,ATH001,Barbell Row,110.0,3,10,8.5
2023-02-01,ATH002,Front Squat,102.5,3,15,8.0
2023-02-01,ATH002,Pull-up,22.5,3,10,7.0
2023-02-01,ATH002,Overhead Press,32.5,3,8,6.5
2023-02-01,ATH002,Romanian Deadlift,110.0,4,8,6.5
2023-02-01,ATH003,Squat,62.5,5,5,5.5
2023-02-01,ATH003,Bench Press,57.5,3,8,6.5
2023-02-01,ATH003,Bicep Curl,10.0,4,10,7.0
2023-02-01,ATH003,Lateral Raise,12.5,3,8,5.5
2023-02-01,ATH004,Box Jump,32.5,3,20,7.0
2023-02-01,ATH004,Squat,119.25,5,5,8.0
2023-02-01,ATH004,Pull-up,20.0,4,12,8.5
2023-02-01,ATH005,Yoke Walk,265.0,4,12,9.5
2023-02-01,ATH005,Barbell Row,82.5,4,15,9.0
2023-02-01,ATH005,Front Squat,90.0,4,15,8.0
2023-02-01,ATH005,Farmers Walk,120.0,3,8,9.5
2023-02-01,ATH007,Clean & Jerk,50.0,4,2,6.5
2023-02-01,ATH007,Snatch,35.0,3,1,6.5
2023-02-01,ATH007,Overhead Press,45.0,3,8,7.0
2023-02-02,ATH003,Overhead Press,27.5,3,8,6.5
2023-02-02,ATH003,Calf Raise,22.5,3,15,6.0
2023-02-02,ATH003,Tricep Extension,18.0,4,15,8.0
2023-02-02,ATH003,Leg Curl,27.5,3,10,5.5
2023-02-02,ATH004,Burpees,22.5,4,20,8.5
2023-02-02,ATH004,Pull-up,27.5,4,15,8.5
2023-02-02,ATH004,Rowing Machine,347.5,1,1760,8.5
2023-02-02,ATH006,Deadlift,237.5,5,5,9.5
2023-02-02,ATH006,Squat,222.5,4,3,8.5
2023-02-02,ATH006,Barbell Row,142.5,4,15,8.5
2023-02-02,ATH006,Dumbbell Press,85.0,4,12,8.5
2023-02-02,ATH008,Bench Press,94.5,5,6,9.0
2023-02-02,ATH008,Squat,127.5,5,8,7.5
2023-02-02,ATH008,Lateral Raise,22.5,4,8,6.5
2023-02-02,ATH009,Burpees,22.5,4,15,7.5
2023-02-02,ATH009,Squat,142.5,4,8,8.0
2023-02-02,ATH009,Rowing Machine,330.0,1,1529,8.0
2023-02-02,ATH009,Assault Bike,450.0,1,613,7.5
2023-02-03,ATH003,Bench Press,57.5,3,5,5.5
2023-02-03,ATH003,Leg Curl,15.75,3,15,8.0
2023-02-03,ATH006,Squat,262.5,5,5,8.5
2023-02-03,ATH006,Deadlift,337.5,5,5,9.0
2023-02-03,ATH006,Barbell Row,127.5,4,8,9.0
2023-02-03,ATH006,Tricep Extension,42.5,3,8,9.0
2023-02-03,ATH006,Bicep Curl,42.5,4,10,9.5
2023-02-03,ATH007,Clean & Jerk,55.0,3,3,6.5
2023-02-03,ATH007,Romanian Deadlift,82.5,4,10,6.0
2023-02-03,ATH008,Squat,100.0,4,6,6.5
2023-02-03,ATH008,Deadlift,141.75,5,3,8.0
2023-02-03,ATH008,Bicep Curl,35.0,3,10,6.5
2023-02-03,ATH009,Burpees,20.0,5,20,7.0
2023-02-03,ATH009,Muscle Up,10.0,4,20,8.0
2023-02-03,ATH009,Assault Bike,467.5,1,1583,7.5
2023-02-03,ATH009,Rowing Machine,342.5,1,1634,8.0
2023-02-04,ATH001,Deadlift,185.0,3,3,9.5
2023-02-04,ATH001,Bicep Curl,40.0,4,8,8.0
2023-02-04,ATH001,Barbell Row,112.5,3,12,8.0
2023-02-04,ATH001,Tricep Extension,47.5,3,12,8.5
2023-02-04,ATH002,Front Squat,110.0,3,10,7.0
2023-02-04,ATH002,Snatch,62.5,3,2,7.5
2023-02-04,ATH002,Face Pull,37.5,3,15,8.0
2023-02-04,ATH002,Pull-up,22.5,3,10,7.0
2023-02-04,ATH002,Romanian Deadlift,105.0,4,10,7.5
2023-02-04,ATH007,Front Squat,60.0,3,10,6.0
2023-02-04,ATH007,Clean & Jerk,52.5,5,1,6.5
2023-02-04,ATH007,Face Pull,20.0,3,12,6.0
2023-02-04,ATH007,Romanian Deadlift,67.5,3,8,7.0
2023-02-04,ATH007,Pull-up,15.0,3,10,5.5
2023-02-04,ATH008,Deadlift,165.0,3,6,8.0
2023-02-04,ATH008,Bench Press,107.5,5,3,7.5
2023-02-04,ATH008,Leg Curl,50.0,4,12,7.0
2023-02-04,ATH008,Calf Raise,57.5,4,15,7.0
2023-02-04,ATH008,Lateral Raise,17.5,3,15,8.0
2023-02-04,ATH009,Squat,127.5,3,5,8.0
2023-02-04,ATH009,Box Jump,37.5,4,10,7.5
2023-02-04,ATH009,Muscle Up,10.0,4,10,7.0
2023-02-04,ATH010,Yoke Walk,342.5,3,10,9.5
2023-02-04,ATH010,Farmers Walk,142.5,4,10,7.5
2023-02-04,ATH010,Barbell Row,102.5,4,8,9.5
2023-02-04,ATH010,Overhead Press,55.0,4,8,7.5
2023-02-05,ATH001,Squat,170.0,3,6,9.5
2023-02-05,ATH001,Barbell Row,100.0,3,15,9.5
2023-02-05,ATH001,Lat Pulldown,90.0,4,15,9.0
2023-02-05,ATH001,Tricep Extension,32.5,4,8,8.0
2023-02-05,ATH002,Snatch,65.0,5,1,7.0
2023-02-05,ATH002,Front Squat,57.5,3,12,8.0
2023-02-05,ATH002,Face Pull,27.5,3,12,7.0
2023-02-05,ATH002,Overhead Press,52.5,3,15,6.5
2023-02-05,ATH002,Romanian Deadlift,92.25,3,12,8.0
2023-02-05,ATH003,Squat,82.5,3,8,7.0
2023-02-05,ATH003,Leg Curl,29.25,4,10,8.0
2023-02-05,ATH003,Lateral Raise,7.5,3,8,6.0
2023-02-05,ATH004,Box Jump,37.5,4,15,8.5
2023-02-05,ATH004,Squat,97.5,3,5,8.0
2023-02-05,ATH004,Handstand Push-up,7.5,5,10,8.0
2023-02-05,ATH005,Log Press,67.5,3,12,8.0
2023-02-05,ATH005,Stone Load,97.5,4,12,9.5
2023-02-05,ATH005,Front Squat,110.0,4,12,9.5
2023-02-05,ATH007,Snatch,27.5,5,3,6.0
2023-02-05,ATH007,Clean & Jerk,37.5,5,2,5.5
2023-02-05,ATH007,Overhead Press,40.0,3,10,7.5
2023-02-05,ATH007,Face Pull,18.0,4,15,8.0
2023-02-05,ATH007,Pull-up,7.5,4,15,6.0
2023-02-05,ATH009,Burpees,27.5,3,10,8.5
2023-02-05,ATH009,Box Jump,47.5,3,5,7.5
2023-02-05,ATH009,Pull-up,25.0,4,10,8.0
2023-02-06,ATH001,Squat,177.5,5,5,9.5
2023-02-06,ATH001,Tricep Extension,37.5,3,10,8.0
2023-02-06,ATH003,Deadlift,80.0,5,5,6.5
2023-02-06,ATH003,Bench Press,60.0,5,3,5.5
2023-02-06,ATH003,Tricep Extension,12.5,4,15,6.0
2023-02-06,ATH003,Lateral Raise,15.0,3,15,5.5
2023-02-06,ATH004,Burpees,20.0,3,20,8.0
2023-02-06,ATH004,Deadlift,152.5,5,3,8.5
2023-02-06,ATH004,Assault Bike,452.5,1,1631,7.5
2023-02-06,ATH004,Rowing Machine,325.0,1,1715,7.0
2023-02-06,ATH005,Stone Load,105.0,4,12,9.0
2023-02-06,ATH005,Log Press,45.0,4,15,8.5
2023-02-06,ATH005,Front Squat,105.0,3,12,9.5
2023-02-06,ATH005,Farmers Walk,127.5,3,8,8.0
2023-02-06,ATH005,Barbell Row,57.5,4,10,8.5
2023-02-06,ATH007,Front Squat,70.0,4,8,6.0
2023-02-06,ATH007,Pull-up,7.5,3,15,7.5
2023-02-06,ATH007,Romanian Deadlift,65.0,3,8,6.0
2023-02-06,ATH009,Squat,107.5,5,3,8.5
2023-02-06,ATH009,Rowing Machine,270.0,1,1549,8.5
2023-02-06,ATH009,Muscle Up,12.5,3,10,8.5
2023-02-07,ATH002,Snatch,67.5,4,1,6.5
2023-02-07,ATH002,Clean & Jerk,45.0,3,2,7.5
2023-02-07,ATH002,Face Pull,37.5,4,15,8.0
2023-02-07,ATH002,Overhead Press,37.5,4,15,7.0
2023-02-07,ATH002,Romanian Deadlift,107.5,3,15,7.0
2023-02-07,ATH003,Deadlift,67.5,4,8,6.5
2023-02-07,ATH003,Overhead Press,22.5,3,12,6.0
2023-02-07,ATH003,Bicep Curl,17.5,4,12,5.5
2023-02-07,ATH003,Tricep Extension,10.0,4,8,5.5
2023-02-07,ATH006,Deadlift,222.5,5,6,8.5
2023-02-07,ATH006,Bench Press,152.5,3,5,8.5
2023-02-07,ATH006,Dumbbell Press,72.5,3,10,10.0
2023-02-07,ATH006,Bicep Curl,45.0,3,15,9.0
2023-02-07,ATH006,Lat Pulldown,132.5,3,8,8.5
2023-02-07,ATH007,Front Squat,72.5,3,15,7.0
2023-02-07,ATH007,Snatch,32.5,3,2,7.0
2023-02-07,ATH007,Pull-up,11.25,3,15,8.0
2023-02-07,ATH007,Face Pull,22.5,4,12,7.0
2023-02-07,ATH009,Burpees,22.5,4,20,7.5
2023-02-07,ATH009,Deadlift,167.5,4,3,7.0
2023-02-07,ATH009,Muscle Up,11.25,5,10,9.0
2023-02-07,ATH009,Rowing Machine,372.5,1,1443,7.0
2023-02-08,ATH002,Clean & Jerk,47.5,3,1,6.5
2023-02-08,ATH002,Romanian Deadlift,100.0,3,8,6.5
2023-02-08,ATH002,Face Pull,25.0,4,8,6.5
2023-02-08,ATH003,Overhead Press,37.5,4,8,5.5
2023-02-08,ATH003,Bench Press,45.0,4,8,7.0
2023-02-08,ATH003,Tricep Extension,15.0,4,12,5.5
2023-02-08,ATH003,Bicep Curl,10.0,4,12,7.0
2023-02-08,ATH003,Calf Raise,25.0,4,10,6.0
2023-02-08,ATH004,Burpees,17.5,3,20,7.5
2023-02-08,ATH004,Deadlift,197.5,4,6,8.5
2023-02-08,ATH004,Muscle Up,7.5,4,15,7.5
2023-02-08,ATH004,Rowing Machine,290.0,1,1767,7.0
2023-02-08,ATH004,Handstand Push-up,5.0,5,5,8.0
2023-02-08,ATH008,Overhead Press,55.0,4,10,7.5
2023-02-08,ATH008,Tricep Extension,30.0,4,15,7.5
2023-02-08,ATH008,Bicep Curl,25.0,4,8,7.0
2023-02-09,ATH002,Clean & Jerk,55.0,4,3,7.5
2023-02-09,ATH002,Romanian Deadlift,80.0,3,15,7.5
2023-02-09,ATH005,Log Press,55.0,4,12,8.5
2023-02-09,ATH005,Barbell Row,55.0,4,8,8.5
2023-02-09,ATH006,Deadlift,327.5,5,6,9.0
2023-02-09,ATH006,Squat,257.5,3,8,9.0
2023-02-09,ATH006,Lat Pulldown,127.5,4,10,9.5
2023-02-09,ATH006,Bicep Curl,52.5,4,15,9.0
2023-02-09,ATH006,Barbell Row,140.0,4,12,8.5
2023-02-09,ATH009,Deadlift,200.0,4,3,8.5
2023-02-09,ATH009,Assault Bike,380.0,1,1815,8.5
2023-02-09,ATH009,Handstand Push-up,5.0,4,10,8.0
2023-02-10,ATH001,Bench Press,120.0,5,3,9.0
2023-02-10,ATH001,Barbell Row,135.0,3,8,8.0
2023-02-10,ATH001,Tricep Extension,32.5,4,12,7.5
2023-02-10,ATH001,Dumbbell Press,52.5,3,8,10.0
2023-02-10,ATH002,Front Squat,110.0,3,12,6.5
2023-02-10,ATH002,Romanian Deadlift,90.0,3,15,6.5
2023-02-10,ATH002,Face Pull,27.5,3,15,7.0
2023-02-10,ATH002,Pull-up,17.5,3,8,8.0
2023-02-10,ATH003,Overhead Press,30.0,3,8,5.0
2023-02-10,ATH003,Deadlift,92.5,3,5,6.0
2023-02-10,ATH003,Calf Raise,32.5,3,15,7.0
2023-02-10,ATH004,Squat,112.5,5,6,8.0
2023-02-10,ATH004,Deadlift,172.5,4,3,6.5
2023-02-10,ATH004,Rowing Machine,345.0,1,845,8.0
2023-02-10,ATH004,Pull-up,10.0,3,8,6.5
2023-02-10,ATH004,Muscle Up,12.5,4,15,7.0
2023-02-10,ATH005,Log Press,52.5,3,8,9.0
2023-02-10,ATH005,Barbell Row,77.5,4,15,8.0
2023-02-10,ATH005,Front Squat,102.375,4,15,9.5
2023-02-10,ATH005,Farmers Walk,110.0,4,12,8.0
2023-02-10,ATH007,Front Squat,45.0,3,8,6.0
2023-02-10,ATH007,Romanian Deadlift,65.0,3,8,7.0
2023-02-10,ATH007,Overhead Press,35.0,3,15,6.5
2023-02-10,ATH008,Bench Press,87.75,4,5,8.5
2023-02-10,ATH008,Calf Raise,60.0,3,15,6.5
2023-02-10,ATH009,Box Jump,45.0,5,20,8.0
2023-02-10,ATH009,Squat,102.5,3,8,8.0
2023-02-10,ATH009,Pull-up,15.0,4,15,7.0
2023-02-10,ATH009,Handstand Push-up,10.0,4,15,7.5
2023-02-10,ATH009,Assault Bike,422.5,1,1006,8.0
2023-02-11,ATH003,Overhead Press,30.0,3,15,7.0
2023-02-11,ATH003,Lateral Raise,12.5,3,10,6.5
2023-02-11,ATH006,Squat,235.0,3,5,8.5
2023-02-11,ATH006,Deadlift,357.5,3,8,10.0
2023-02-11,ATH006,Bicep Curl,45.0,4,15,9.5
2023-02-11,ATH006,Lat Pulldown,147.5,3,15,9.5
2023-02-11,ATH007,Snatch,35.0,4,1,6.5
2023-02-11,ATH007,Front Squat,47.5,4,10,6.0
2023-02-11,ATH007,Pull-up,7.5,4,8,6.0
2023-02-11,ATH008,Deadlift,172.5,4,3,7.0
2023-02-11,ATH008,Overhead Press,51.75,4,8,8.0
2023-02-11,ATH008,Leg Curl,35.0,4,12,7.0
2023-02-11,ATH008,Calf Raise,50.0,3,15,6.0
2023-02-11,ATH008,Lateral Raise,20.0,3,8,7.5
2023-02-11,ATH009,Box Jump,47.5,5,15,8.0
2023-02-11,ATH009,Burpees,22.5,4,15,7.5
2023-02-11,ATH009,Handstand Push-up,10.0,5,15,7.0
2023-02-11,ATH009,Muscle Up,10.0,3,10,6.5
2023-02-11,ATH009,Pull-up,17.5,4,15,7.5
2023-02-12,ATH001,Squat,145.0,3,5,9.0
2023-02-12,ATH001,Deadlift,210.0,5,8,9.5
2023-02-12,ATH001,Tricep Extension,37.5,3,12,8.0
2023-02-12,ATH001,Bicep Curl,37.5,3,10,8.0
2023-02-12,ATH002,Snatch,37.5,3,1,8.0
2023-02-12,ATH002,Clean & Jerk,47.5,4,1,8.0
2023-02-12,ATH002,Romanian Deadlift,112.5,4,8,7.0
2023-02-12,ATH003,Overhead Press,27.5,3,12,6.5
2023-02-12,ATH003,Deadlift,94.5,4,6,7.5
2023-02-12,ATH003,Calf Raise,35.0,4,8,6.0
2023-02-12,ATH003,Leg Curl,22.5,4,10,6.0
2023-02-12,ATH003,Lateral Raise,12.5,4,10,7.0
2023-02-12,ATH004,Squat,142.5,4,5,7.0
2023-02-12,ATH004,Rowing Machine,350.0,1,1949,8.5
2023-02-12,ATH004,Muscle Up,10.0,4,20,8.5
2023-02-12,ATH004,Handstand Push-up,10.0,5,10,7.5
2023-02-12,ATH005,Deadlift,157.5,4,3,9.5
2023-02-12,ATH005,Yoke Walk,302.5,3,15,9.5
2023-02-12,ATH005,Overhead Press,77.5,3,10,8.5
2023-02-12,ATH007,Front Squat,55.0,4,15,6.5
2023-02-12,ATH007,Pull-up,10.0,4,12,7.0
2023-02-12,ATH007,Overhead Press,40.0,3,10,6.5
2023-02-12,ATH007,Face Pull,25.0,4,8,7.0
2023-02-12,ATH008,Overhead Press,45.0,3,8,6.5
2023-02-12,ATH008,Calf Raise,45.0,3,8,7.5
2023-02-12,ATH008,Lateral Raise,17.5,4,10,8.0
2023-02-12,ATH009,Box Jump,40.0,3,5,7.0
2023-02-12,ATH009,Muscle Up,12.5,4,15,7.5
2023-02-12,ATH010,Yoke Walk,382.5,3,15,9.5
2023-02-12,ATH010,Deadlift,225.0,3,5,9.0
2023-02-12,ATH010,Barbell Row,105.0,4,15,8.5
2023-02-13,ATH002,Clean & Jerk,60.0,4,1,7.0
2023-02-13,ATH002,Face Pull,30.0,4,10,7.0
2023-02-13,ATH004,Deadlift,197.5,4,6,7.0
2023-02-13,ATH004,Box Jump,42.75,5,5,9.5
2023-02-13,ATH004,Pull-up,24.75,4,15,9.0
2023-02-13,ATH004,Assault Bike,477.5,1,1070,7.0
2023-02-13,ATH008,Bench Press,107.5,5,6,7.5
2023-02-13,ATH008,Overhead Press,77.5,3,12,6.5
2023-02-13,ATH008,Calf Raise,77.5,4,12,7.5
2023-02-13,ATH008,Bicep Curl,35.0,4,12,8.0
2023-02-13,ATH009,Squat,117.5,5,5,7.5
2023-02-13,ATH009,Rowing Machine,355.0,1,1661,8.5
2023-02-13,ATH009,Muscle Up,10.0,4,5,6.5
2023-02-13,ATH009,Handstand Push-up,7.5,3,10,8.0
2023-02-13,ATH010,Yoke Walk,372.5,3,15,7.5
2023-02-13,ATH010,Farmers Walk,105.0,3,10,9.0
2023-02-14,ATH003,Squat,72.5,3,3,6.0
2023-02-14,ATH003,Calf Raise,30.0,4,10,7.0
2023-02-14,ATH003,Lateral Raise,15.0,4,15,5.5
2023-02-14,ATH003,Bicep Curl,17.5,3,12,6.5
2023-02-14,ATH004,Burpees,20.0,3,10,8.0
2023-02-14,ATH004,Pull-up,22.5,4,8,8.0
2023-02-14,ATH004,Handstand Push-up,5.0,3,10,7.5
2023-02-14,ATH007,Clean & Jerk,55.0,3,1,6.0
2023-02-14,ATH007,Pull-up,10.0,4,10,7.0
2023-02-14,ATH008,Overhead Press,51.75,3,12,8.5
2023-02-14,ATH008,Leg Curl,42.5,4,12,8.0
2023-02-14,ATH009,Deadlift,160.0,3,5,8.5
2023-02-14,ATH009,Assault Bike,452.5,1,787,7.5
2023-02-14,ATH009,Handstand Push-up,7.5,5,5,8.5
2023-02-14,ATH009,Pull-up,15.0,3,12,8.0
2023-02-15,ATH003,Overhead Press,40.0,3,8,5.5
2023-02-15,ATH003,Tricep Extension,15.0,3,15,6.5
2023-02-15,ATH003,Lateral Raise,12.5,3,8,7.0
2023-02-15,ATH004,Deadlift,150.0,5,3,7.0
2023-02-15,ATH004,Burpees,22.5,5,15,8.0
2023-02-15,ATH004,Muscle Up,10.0,4,5,8.5
2023-02-15,ATH004,Handstand Push-up,7.5,3,5,7.0
2023-02-15,ATH004,Assault Bike,472.5,1,1789,7.0
2023-02-15,ATH007,Clean & Jerk,37.5,3,1,6.5
2023-02-15,ATH007,Pull-up,15.0,3,12,6.5
2023-02-15,ATH007,Overhead Press,47.5,3,10,7.0
2023-02-15,ATH007,Romanian Deadlift,90.0,3,12,6.0
2023-02-15,ATH008,Bench Press,72.5,3,8,7.5
2023-02-15,ATH008,Overhead Press,67.5,4,8,6.5
2023-02-15,ATH008,Bicep Curl,37.5,4,8,7.5
2023-02-15,ATH009,Box Jump,42.5,4,15,7.0
2023-02-15,ATH009,Handstand Push-up,10.0,3,10,8.5
2023-02-16,ATH001,Bench Press,137.5,5,5,8.0
2023-02-16,ATH001,Squat,177.5,4,8,8.5
2023-02-16,ATH001,Barbell Row,85.0,4,8,8.5
2023-02-16,ATH001,Bicep Curl,47.5,4,15,9.0
2023-02-16,ATH003,Squat,42.5,4,8,6.5
2023-02-16,ATH003,Bench Press,37.5,3,3,6.0
2023-02-16,ATH003,Leg Curl,27.5,4,10,7.0
2023-02-16,ATH003,Tricep Extension,17.5,3,12,6.0
2023-02-16,ATH003,Calf Raise,22.5,4,8,8.0
2023-02-16,ATH004,Box Jump,35.0,4,20,7.0
2023-02-16,ATH004,Burpees,25.0,4,5,7.0
2023-02-16,ATH004,Handstand Push-up,10.0,3,5,7.5
2023-02-16,ATH004,Pull-up,25.0,3,12,8.0
2023-02-16,ATH005,Deadlift,115.0,4,3,9.5
2023-02-16,ATH005,Barbell Row,85.0,4,8,9.0
2023-02-16,ATH005,Farmers Walk,135.0,3,12,8.5
2023-02-16,ATH007,Snatch,42.5,3,2,7.5
2023-02-16,ATH007,Overhead Press,42.5,4,12,7.0
2023-02-16,ATH008,Deadlift,160.0,4,6,7.5
2023-02-16,ATH008,Leg Curl,40.0,3,12,7.0
2023-02-16,ATH008,Tricep Extension,32.5,3,15,7.5
2023-02-16,ATH009,Box Jump,47.25,5,20,8.0
2023-02-16,ATH009,Pull-up,12.5,3,12,8.5
2023-02-16,ATH009,Muscle Up,10.0,5,5,7.5
2023-02-16,ATH009,Rowing Machine,327.5,1,1858,8.5
2023-02-17,ATH002,Clean & Jerk,47.5,4,3,6.5
2023-02-17,ATH002,Romanian Deadlift,82.5,4,8,8.0
2023-02-17,ATH002,Overhead Press,45.0,3,12,6.5
2023-02-17,ATH003,Bench Press,37.5,4,3,5.5
2023-02-17,ATH003,Deadlift,80.0,3,3,6.0
2023-02-17,ATH003,Lateral Raise,11.25,4,12,8.0
2023-02-17,ATH003,Tricep Extension,15.0,3,12,6.0
2023-02-17,ATH003,Calf Raise,22.5,3,8,6.5
2023-02-17,ATH004,Burpees,17.5,3,20,8.0
2023-02-17,ATH004,Rowing Machine,345.0,1,1798,7.0
2023-02-17,ATH004,Muscle Up,10.0,5,15,8.0
2023-02-17,ATH005,Stone Load,82.5,4,10,9.0
2023-02-17,ATH005,Yoke Walk,292.5,4,15,8.5
2023-02-17,ATH005,Overhead Press,67.5,3,12,9.5
2023-02-17,ATH005,Barbell Row,77.5,4,10,8.5
2023-02-17,ATH006,Bench Press,155.0,5,6,9.0
2023-02-17,ATH006,Deadlift,320.0,3,6,9.5
2023-02-17,ATH006,Bicep Curl,60.0,4,12,9.0
2023-02-17,ATH007,Front Squat,50.0,3,8,7.5
2023-02-17,ATH007,Clean & Jerk,37.5,4,2,6.0
2023-02-17,ATH007,Romanian Deadlift,82.5,3,10,7.5
2023-02-17,ATH007,Face Pull,20.0,3,15,6.5
2023-02-17,ATH009,Box Jump,40.0,4,5,7.0
2023-02-17,ATH009,Deadlift,157.5,3,6,7.5
2023-02-17,ATH009,Pull-up,22.5,4,12,8.0
2023-02-17,ATH009,Muscle Up,10.0,3,10,8.5
2023-02-17,ATH009,Rowing Machine,332.5,1,1910,6.5
2023-02-17,ATH010,Deadlift,172.5,4,3,8.5
2023-02-17,ATH010,Barbell Row,105.0,4,15,7.5
2023-02-18,ATH002,Snatch,42.5,3,2,6.5
2023-02-18,ATH002,Overhead Press,37.5,3,12,7.0
2023-02-18,ATH003,Overhead Press,26.25,4,8,5.5
2023-02-18,ATH003,Squat,45.0,3,3,6.5
2023-02-18,ATH003,Leg Curl,22.5,4,8,8.0
2023-02-18,ATH006,Deadlift,357.5,5,6,9.5
2023-02-18,ATH006,Bench Press,170.0,4,5,10.0
2023-02-18,ATH006,Tricep Extension,40.0,3,15,9.5
2023-02-18,ATH006,Bicep Curl,72.5,4,12,9.0
2023-02-18,ATH007,Clean & Jerk,42.5,4,1,6.5
2023-02-18,ATH007,Snatch,30.0,3,3,6.5
2023-02-18,ATH007,Romanian Deadlift,60.0,4,12,6.5
2023-02-18,ATH010,Log Press,77.5,4,10,7.5
2023-02-18,ATH010,Overhead Press,87.5,4,8,9.0
2023-02-18,ATH010,Front Squat,100.0,3,12,8.0
2023-02-18,ATH010,Barbell Row,125.0,4,12,8.0
2023-02-19,ATH002,Clean & Jerk,75.0,5,1,8.0
2023-02-19,ATH002,Front Squat,102.5,3,10,7.0
2023-02-19,ATH002,Pull-up,27.5,4,12,7.5
2023-02-19,ATH002,Face Pull,32.5,4,10,7.0
2023-02-19,ATH002,Romanian Deadlift,125.0,4,15,8.0
2023-02-19,ATH004,Squat,125.0,3,5,8.0
2023-02-19,ATH004,Box Jump,35.0,3,5,8.5
2023-02-19,ATH004,Pull-up,12.5,3,15,7.0
2023-02-19,ATH005,Stone Load,70.0,4,10,8.5
2023-02-19,ATH005,Farmers Walk,110.0,4,10,9.5
2023-02-19,ATH006,Deadlift,282.5,3,6,8.5
2023-02-19,ATH006,Lat Pulldown,122.5,3,12,9.5
2023-02-19,ATH008,Overhead Press,47.5,3,10,7.5
2023-02-19,ATH008,Leg Curl,57.5,4,15,8.0
2023-02-19,ATH008,Bicep Curl,25.0,4,8,7.0
2023-02-20,ATH002,Clean & Jerk,62.5,3,3,7.0
2023-02-20,ATH002,Snatch,37.5,3,1,7.5
2023-02-20,ATH002,Romanian Deadlift,95.0,4,12,8.0
2023-02-20,ATH003,Overhead Press,27.5,3,8,6.0
2023-02-20,ATH003,Squat,55.0,3,5,6.0
2023-02-20,ATH003,Calf Raise,32.5,3,15,6.5
2023-02-20,ATH004,Burpees,27.5,3,5,7.0
2023-02-20,ATH004,Assault Bike,430.0,1,1727,8.0
2023-02-20,ATH004,Handstand Push-up,7.5,5,10,7.5
2023-02-20,ATH004,Muscle Up,12.5,3,15,8.5
2023-02-20,ATH008,Bench Press,90.0,4,5,6.5
2023-02-20,ATH008,Lateral Raise,27.5,3,8,7.0
2023-02-20,ATH008,Bicep Curl,40.0,4,10,7.5
2023-02-20,ATH008,Calf Raise,47.5,3,8,7.0
2023-02-20,ATH009,Squat,92.5,3,5,8.5
2023-02-20,ATH009,Muscle Up,10.0,4,20,8.0
2023-02-20,ATH009,Assault Bike,457.5,1,1563,7.5
2023-02-20,ATH009,Pull-up,20.0,3,12,8.0
2023-02-20,ATH010,Yoke Walk,342.0,3,10,9.0
2023-02-20,ATH010,Deadlift,272.5,4,3,9.0
2023-02-20,ATH010,Farmers Walk,135.0,4,15,8.0
2023-02-20,ATH010,Front Squat,102.5,3,10,9.5
2023-02-21,ATH001,Squat,220.0,4,3,8.0
2023-02-21,ATH001,Bench Press,92.5,4,6,8.5
2023-02-21,ATH001,Dumbbell Press,45.0,3,10,8.0
2023-02-21,ATH003,Squat,72.5,5,6,6.0
2023-02-21,ATH003,Overhead Press,32.5,4,12,6.0
2023-02-21,ATH003,Tricep Extension,12.5,3,12,5.5
